id,target
162086,2282991.977779414
231058,3058925.953221368
54120,6709945.980220503
247858,4743245.122123684
98092,1034325.3315980987
271915,3076780.108528557
44677,1407569.814025171
56078,1126533.9556650035
129375,5979350.867296681
133361,4989100.840543575
85866,1885583.5357455323
191559,609769.5814081401
218728,2152028.8083109446
208771,3777294.399259486
109195,1378572.8843626715
39549,1688348.1519006307
169828,4140115.4135115496
57416,2785759.3499152595
33193,5827707.246753424
173865,3667821.418194641
50919,3712972.55163009
108504,2342998.649207329
72963,1621521.351777691
270712,1400366.0403432199
63504,1483732.94936841
26896,1668981.6828383002
261152,1584543.7509181127
8838,620881.9830081414
16064,7691815.878916702
107661,2423797.688813919
130161,2262347.3725160924
179573,2532370.215419009
116121,1093212.8806285653
32234,436362.38897409977
191736,875590.5052589569
57456,6101761.922721628
160502,1663459.1358107147
215795,1302417.6467283838
126714,4257546.640491519
173047,369907.7428807858
97726,2491990.0246727588
193811,1258086.574927541
17156,1132352.5129135968
71055,1138394.577749601
193990,770636.3997377648
52059,1798534.0596488952
274757,3688689.2482332285
1558,5458366.277939136
253081,392290.27880661754
181909,2303113.802870388
145269,1569477.8497883452
186660,4684488.974421973
6479,1715936.034064273
249414,620952.3455097637
43182,594082.2996673213
248529,3991291.4478196464
125724,3119993.5139480145
214268,1773358.664658716
270767,1839577.9240721413
141103,2072705.3887484225
292203,5088871.243961069
62008,2419286.232946712
89122,1693673.064641228
47736,6453205.742956187
222505,4069878.0140031036
29628,624114.625246268
202216,2417865.4706930886
194828,706133.7028791414
18649,1148536.5756443697
199020,1459243.0041570526
111554,380923.3839306561
244687,4746146.96163436
230919,4607607.726079883
42397,6162157.761358984
221946,2986478.393059749
168390,818740.6027821717
175576,1358237.8676637034
153541,1481078.73468773
74055,2926027.268209839
233828,6859432.964840851
131312,597462.4738575572
224154,3774334.1910799434
266743,805554.3242245901
15594,1166892.9838784877
227419,4989427.056473621
115531,4342076.3590130955
12282,370687.46037096216
21847,1579005.3029975633
86772,888536.3126489822
193139,1913565.7413002627
100472,3374276.8916218905
177774,3732532.5033195997
224462,3449547.9971705773
255020,1773472.327454989
140852,3319148.6195426807
6484,2009607.8712943243
97191,3001439.7253172253
218796,6124992.197275992
146934,526325.355332465
183990,1179780.6669147757
150347,3430082.868444859
291295,8168765.6502173655
175531,1878239.1900715397
80284,2951240.7013900126
64297,1753291.0768448133
221587,2039054.0657961003
145984,4325342.478305173
266813,406072.50685746083
53725,1275857.6235360946
171137,650061.2573285421
212764,851019.7537757831
30683,1375950.2803677877
204086,2647616.5903418604
78594,7646228.330553147
162787,1538963.6101953196
212279,1255974.4470920514
33141,617951.004070581
13870,3221999.822718662
205831,4227675.595287571
285806,7933817.50827968
13820,818800.415202585
198918,747456.475807745
165989,5388656.3137908615
81377,1725363.3933879302
149867,529989.9560422777
192119,884164.9610374426
180210,1012534.2471676106
147051,2838067.6507531307
127638,3753956.4227706576
291867,1939284.1278741998
178582,6165559.0411468195
127544,4128747.1252380386
235717,4667742.955143959
171723,631375.0803680551
161574,491427.29094409273
75409,2763964.545520582
90035,1215805.5702689947
42840,894493.2164077178
8581,7928423.392307728
13664,4047841.4316489515
247464,1686988.0698482464
96424,2091193.198932164
194898,3928825.1727663977
283532,2061957.6667152822
69531,4909558.559097247
237884,1148329.2801014767
261893,1657704.457352636
150376,475385.22753221344
182443,2837508.391021994
224406,5939766.50855485
171332,1930103.7006331505
140442,1373360.3033367083
154939,1421680.3107047162
131259,5915269.462985314
162293,1378537.8891466663
292709,3022620.207803898
264845,2994000.749166687
166131,7207232.749900637
132328,3394885.7916594124
208063,2395814.0559815
48322,7415791.576047715
16624,498827.5138652845
4734,1638907.2190315516
189590,4615176.344788712
101739,1377958.2512821958
111000,3579828.351235018
198444,411103.1745940791
16638,3424182.5924886367
55638,11934658.497188568
258788,1688546.5244527715
238820,3292260.5446629613
115603,1068965.6761323123
246939,3752071.5937193925
191530,768606.5076663761
11213,3686566.1132776025
27388,2434087.2553429524
229061,2451441.505647367
251977,657974.3773835171
23366,1445604.819097682
10057,8693496.21965604
112593,2677446.203359625
268565,920988.7180557046
157455,4715652.285350271
59187,713933.885882071
70372,4220561.596753939
126007,721415.6244428237
197380,891473.2069414326
271738,5147845.350261207
194635,3499485.1359947557
165242,2259821.442483013
47838,785625.5420855192
29771,1062892.3064670744
257199,766268.0570177656
61814,2418804.984791117
208348,4349328.1988025885
191265,7737520.089934681
2157,9107977.396915294
188784,412400.95154294086
95787,2202282.9897819087
238436,2622526.875410278
239163,1451237.7790417173
295072,688431.0612954987
104338,4026345.3929706877
291607,845045.2045639771
21708,3030109.061716083
143149,4297552.989214211
137148,8464853.191411873
78780,505247.2139639156
92536,1577017.927732375
271294,1918369.242485164
79847,7763053.826895733
274306,399320.9718899047
153714,1229610.1795296462
117114,1637334.082041443
295580,3858801.539581344
153341,1997836.7494204717
242231,756201.8905820852
17420,5490584.771800395
52376,2458502.869934551
71440,411036.88456204225
254000,2708180.905922061
199108,4758214.473286401
146464,5333419.194481855
154057,3880194.4301080788
276394,2381447.5628918065
106502,5217250.42939871
84374,832288.0940710033
253180,1937032.7223324564
236365,1309867.650655809
182279,2152298.3433433454
221109,4710387.474481226
289706,1204010.1861049521
291438,1935802.4012670666
71066,5025884.083202513
122789,5477093.294565789
194910,1326722.4264443833
145391,2028072.5674202063
199164,4110794.3596337894
266382,963919.5014870239
271414,997832.2322563232
167801,2744377.1966560334
61371,2960431.9886926156
228790,673056.0200366938
290878,5347577.701788642
144980,892558.9941250534
119483,1012612.1629920313
18604,1630269.9559095388
138393,1329336.0373621858
83163,3345159.163111543
77727,1008995.4784551447
224928,7270357.471743159
28596,975437.4609396039
157996,7115911.299266323
108954,3647716.2251229305
200857,7230446.73592123
72173,569798.2961008692
106183,1821464.7281866465
12328,1626699.5042760784
264481,5404862.648425091
96134,2321068.6974120596
129425,2979901.8161099018
80441,1433119.2071234405
260522,2043819.1897301357
72154,1321908.9317168016
93234,1333210.4547007491
58502,3436260.928027712
277308,1278499.4320552852
151009,617525.0023323292
90763,970196.5555352083
275585,613052.4558711412
77424,1029241.7023699466
50947,612475.5778142831
86003,5163653.961360973
202926,1602769.7894444938
52894,6359171.014312733
152519,4293720.851918893
145898,2301976.9633482927
133627,1603872.6249264928
113025,703511.7775303095
216655,2730405.306183036
173878,6344247.705334959
73954,3163442.1361709856
257397,489740.641938835
103663,2657376.705621938
281910,1633068.2166786762
104079,1342593.6115424728
83563,1632820.5674370637
28436,1378691.2566506094
206395,852684.8541768186
239720,4495367.1084812945
35659,360944.99715140025
267856,1779844.4345413444
25953,1657532.760343137
108843,1341708.076482163
50565,1767708.3103630627
241574,658003.3250221942
214651,792758.1603824084
14904,1619684.9917857675
142217,2971238.9395118407
53741,4360349.862373019
17917,1456361.0809191924
46527,462754.460852236
254258,5294627.931890688
117732,3686401.3179351115
84721,2173404.5469536553
283229,2258948.8253390524
174501,2367450.5685977684
122944,1685060.7086227883
1934,364210.67537457036
275793,654710.872444376
123228,1513316.360353082
24600,4319818.754658716
230991,4753807.591056132
56772,2760207.7927976837
147503,1313165.0448346566
85741,2013098.942558971
69716,1738992.8227565505
264260,2384453.2948619183
65737,517411.27967510815
99254,3376615.4667295218
223411,3342982.367536824
116646,1120810.6355822808
75954,926781.0416946494
125531,2175290.8321708697
236312,4070737.0115742898
76948,7161306.38567636
145527,2766039.1228801217
164479,2659007.6313445317
282478,2621011.9870707327
110104,837579.5632468894
276716,1127784.6163335037
21142,2453000.704389232
151238,527191.5710643816
286033,3784591.9640438617
94009,486407.79533832055
109338,1667898.0936072136
148928,718701.8827627538
286038,3910526.885447551
29163,1908167.3141431855
202367,2475843.311676893
37813,4507498.928339688
55174,5214012.85757083
113507,987679.9354152844
200332,4979861.577117406
273190,2267300.3137630164
242354,5207947.4052734645
93315,589550.021778474
265463,2349517.2777325246
290432,541145.2635458752
237127,412288.1256446551
92371,5152284.453074649
32067,2666937.3464376098
153031,2838095.867591916
211606,1536233.2994780021
224439,3350889.358657416
12783,2194154.720486369
281291,428005.7718216084
281984,1435466.2727532429
265609,714802.3541373382
230594,1067156.3084744837
22981,4641876.380045044
68319,512547.3169137512
11283,3930148.790689441
32854,4527991.274701957
190653,390096.7917327172
154922,8254184.432273261
197081,487916.16571222706
128025,977208.2733970537
91677,806827.2278351847
136087,3205749.987044258
182705,376256.8773589381
279387,605076.8418576397
4956,1584487.338387669
157145,4584518.305121115
48688,1528377.4692740405
249114,531486.2759761112
56226,4105564.9868692127
36312,779103.5751385051
105698,1894082.848041892
229007,6079963.020614231
176855,1533725.340427553
22354,7249114.5236437535
207970,767655.6598935581
297214,3885676.840069572
135511,2481807.67565072
260469,6336647.175031726
293208,1048268.8267190213
134761,701143.2988909011
272312,481574.50695553655
145389,324585.92481015384
32197,1762378.795251077
186084,5667561.449488508
271387,442058.2725881873
132995,1181699.5464239966
192595,641102.0876557354
290210,291653.94825590175
83443,409337.93759031873
124860,3232676.0559496647
7705,3037995.0430282005
260422,2421499.338759172
181743,7749577.436467073
290212,1607032.62738806
9061,3178942.39776808
21022,4766672.34247463
292036,1204103.7803384652
205024,3121307.6605392173
255239,1122586.607255409
55356,543706.614798929
40148,2656515.3157488974
262338,3231546.5826148638
157872,1990447.6783844116
4086,647139.9129191397
1708,2618896.9774706718
199518,402971.9946520491
278815,4812654.163459127
295018,3833211.0883136676
118980,1802251.2394468149
122442,2559554.792081119
247466,891741.0911520176
253410,7256228.022328131
238889,9211690.21289358
196664,570687.6029003253
290464,1486767.8655603623
193963,2014410.0290335035
7875,2702283.6021654545
98708,1797041.1299114656
119110,1369220.2186648706
138008,2363923.5240573026
12951,1407367.5800748393
192497,1373258.9634712525
163408,1197765.9502389336
261640,4209866.493012128
6869,3711902.8385227993
165580,8866440.99839684
136767,556414.9004775259
225731,2073369.5949241426
3022,900412.5882294882
196076,829328.7105791376
234587,1193903.4884170315
66309,2622179.000880785
57974,2763819.9048578567
140097,496241.0587824146
32336,5952881.662590038
60783,256102.15257685026
230910,1703200.5347901322
26786,3028836.679036284
138068,605761.8183807217
180764,4879146.880816835
219326,1984416.5582140654
231866,2003367.7422763403
67828,501344.3328625716
204206,4202049.310895456
37390,2550677.1955895526
37186,1542431.4635241616
84334,2161072.96252908
71283,2354039.178494105
148429,5618672.006403128
7614,6469130.915598492
140256,2952514.9803613843
41175,315632.0571161177
204658,707551.2841938038
254,1935873.4233922437
291739,2997345.8448173343
78120,3971261.40537982
243905,1833153.866313684
100629,3288471.8339681188
10320,1458104.731714485
39112,3013261.496239709
165420,1594279.8666208123
79869,1369258.7550754987
40303,2664948.5075055803
44931,634839.3926149869
183655,3198183.2729205736
275748,1859423.806908938
244053,1610976.598058897
112183,470740.71300812485
23550,1699522.1101706054
167445,642671.0225166533
47663,1133914.3151937025
233486,550040.7729122263
214669,3044322.8269808264
193840,6988126.773095892
237418,2584581.414741208
178557,1050127.5631060353
261996,1008366.0651206682
197206,1178191.922650584
14423,701443.1268274453
217456,3701526.7809571614
3491,817839.8446100755
85439,3868641.156556037
172233,504881.1534301406
116132,2712908.1826012153
144546,4014537.7347126873
208036,1660100.2768159397
242688,2946292.4002788775
168749,3696796.1328126043
69768,549990.0609496782
136620,4148934.739261326
296697,4350228.480073312
155710,576598.0936348093
260326,1568755.4210076008
72034,2766246.046124402
282627,1176711.1199414076
205225,1416273.4110944744
257409,476365.7206012794
294246,4496167.978996709
121044,5951042.087417671
293316,375369.13487439795
40795,440771.806146295
204324,3371546.3384642988
18386,4216626.091814872
229140,1655789.662811159
50559,2032818.6626044281
99134,3265355.9793192446
147027,741332.0416662131
49,7088808.498761389
283905,3428920.5886576576
134705,6559903.2670351835
99117,963697.6626523555
99095,1026775.1197607532
155252,903047.8814726535
254189,104271.39144496614
291695,1685680.0773496882
103503,1938918.4679735152
126176,2160217.0899416017
56197,920695.6389373768
232602,1298162.189943201
176023,1399480.3057510317
297580,2486264.5876402315
19701,2817730.7103089807
246188,343114.9259610319
199493,1553922.8728568577
186419,2658246.3484120555
229402,521815.71653576446
158343,3144617.577102073
179257,1645194.8646138965
142785,717478.1386208456
264280,1001699.7395405855
73884,2576959.471947862
183130,2248944.4684651373
20963,4927973.649222143
189828,1573554.7508327016
294413,601037.9317009693
130633,1642629.3948837558
245740,1417189.8966474675
289680,610461.9372130977
7411,1448228.4240133855
92893,2638349.107827728
257980,872680.5095617452
99474,2429966.3197919186
233340,422875.5150708154
153240,439654.27541647234
214630,3753322.466912522
92817,5439832.685676898
221699,3697897.44662785
84497,2453797.123003224
7299,4547490.094051453
79997,441019.56133837195
11546,597785.4314694547
289616,2441007.498775749
241580,2476064.1591460207
174983,1317963.9653345407
165383,634612.7298593791
214886,531817.7361665919
272546,2440678.6007130025
90310,720199.7627910193
134340,3571758.330629315
61470,1236619.7082616154
187438,4585359.184538369
5863,1568164.4013418292
39768,2647078.1971339583
8139,429499.42496409186
51750,2607939.5152913667
177439,848574.8420588741
203052,1752936.3214402297
154369,912731.3540915815
238730,3036501.8546892856
214071,2000883.3524113917
276168,4560856.725766201
195587,1663788.8061532276
233106,3172474.1942502433
21793,1630151.687466808
178749,1820640.852600157
31118,2090778.1073335195
64773,4645246.168968638
31621,531215.6766796248
103337,2210602.4166133273
200409,1267165.977095631
184920,2575885.105714599
157342,2508644.3533774936
189250,3285395.3218016154
114062,1890312.9727506635
142365,1400244.1434540823
126890,1469294.61431661
83842,2627312.4364880268
50057,5723096.25700325
289868,4940019.230816123
193503,6246575.826997267
227457,2146481.7474893583
72869,6042916.351689481
159872,541834.3514198872
245879,2643262.9630981283
115807,1260596.154750111
95085,2208816.6869005314
17638,1666861.1590631101
146319,463525.9452402294
116428,3005003.793703347
210919,6672905.055579837
70784,6255607.681745064
114704,1313936.1411200422
47739,890977.1241600252
24542,6827057.855457161
175423,499708.8034326019
132836,1080777.3376584202
198167,1338195.2415937132
24662,4408285.729668679
72790,1965320.0872852735
217198,5910783.449060704
285096,1127210.3526059012
132313,719776.2517021995
35962,2581117.5654460355
4087,4836037.600628839
9163,1818577.299482012
158831,2612472.625539713
240408,1038653.4019129566
3410,3179543.7081342493
70579,1484865.9440696326
168261,716255.6042084928
149658,2844814.944433847
263064,2130988.4027854754
199838,2348174.975436356
185052,6857206.925745868
111380,1260343.386398821
235727,5444192.871057545
25176,5713239.839412429
143527,459532.75307933986
14237,1447783.1658388642
194518,4874109.409824095
74547,1229561.8160618693
17024,786334.4388932033
242415,4488191.671222977
247158,8069710.727515306
89480,1329920.8579340307
185957,672712.9149152787
294163,990253.9363572589
29479,838369.2129573977
244411,2207976.175689578
245712,669542.9196977112
119542,618874.509702842
83105,1995371.510069947
169980,1583194.311125735
271769,3855676.341789353
269409,3453642.1570339534
249760,1639822.6042573573
32693,3845436.307587108
287963,5269468.466833513
202077,3784958.014340915
211884,3264495.047649779
231947,1162311.7178112753
87646,2379640.4749863464
10182,3203525.480328891
61752,503641.6574043401
164058,592976.6737784694
36716,818429.9190678525
208607,1575655.2583383254
117087,800714.4451394062
41455,779995.6923839886
122144,3087783.407947833
69674,5658372.193697343
87198,1773321.5325283043
273355,980730.2052723409
168485,1661940.174042303
265248,5954507.017793992
167075,6847857.0029989965
227366,2546026.966438185
88082,305844.1063105571
203409,2553419.6850439277
252813,1071679.9528364316
286030,1742942.2187686812
241223,304500.00169044617
100594,2964535.708531718
110792,1226213.8631036207
159531,2261193.116489167
18683,2334669.5753901647
290868,1447325.289633773
103757,852559.4793936269
235942,658912.4242401953
155018,896354.7125485492
80968,358445.8435240999
259699,5210880.755884353
32123,1440461.693362545
152368,2937248.822780925
138857,5194227.83801688
210613,748668.6306698243
262089,2175827.725318827
123381,1307105.0261563906
106531,1703341.1331864689
203230,1597497.9079540556
118793,534236.176340882
294620,443979.0383155188
256608,2338806.552820679
194213,1137695.5500063715
74895,5671420.359260004
201525,3722436.466023856
213744,2789926.71484858
294449,3352702.229407162
179805,921887.2473315794
193188,1696667.401875461
143526,3000750.2656607763
26718,2578950.417632989
93208,604566.9645584961
61427,4729035.875174238
298591,4663855.46981281
183136,3383724.2230322957
120464,2022859.0166881941
127683,1585438.6822455097
257943,562909.0845272229
89085,4378336.858082593
96839,2111099.186177737
218578,493008.4732659975
162362,3077731.437937478
232929,6438475.557414311
111250,3712813.12562144
154981,8497097.16120922
6226,513379.465565206
200237,1023995.5641651922
220029,899045.5070611768
246042,1725555.36790622
28201,2257999.1974162706
267632,635308.801377672
267149,758345.1288955315
241076,1804756.2550483888
18045,1568123.5948808054
254761,4179801.448839928
402,4039515.4532629494
118729,2044226.3252308932
41324,2307332.7016274203
214781,3902377.217535281
148179,719998.4506185235
71720,8976042.902026234
168845,1713013.9616629393
23242,2241486.8231355418
277485,406743.65591133223
82903,8066614.818486275
50306,4038430.4956314955
261470,2006032.4244370444
28793,1524429.92557291
21240,1449039.8921141915
4606,1055666.7211887813
193462,2336641.114705833
166301,3854398.514926242
38559,4062486.44100054
214254,3789243.348940412
28330,4485958.969991757
12391,4935237.558244557
10847,3365378.298005362
12209,3424949.685164306
210318,885451.1776699338
261623,541850.1541700612
167479,3238001.403186913
95401,8860428.520963015
38683,8507847.991537197
191281,3961807.4509119573
20073,3187536.0129204015
158808,1352396.187673879
246494,1901934.9727038282
152859,1484182.0419252287
137468,1078085.065976834
779,2186157.9206178016
227828,1234723.5171424781
150090,4667753.288635385
151564,2718710.135730021
20611,1852809.027981081
163393,1063660.0430015004
241606,770859.8060827919
86989,4209706.409388055
242121,1330959.6860557043
205774,7905105.895525635
84097,4313288.0134775
175629,1379033.0379835828
40460,1107993.547795838
274756,3103580.0837469106
274811,2374792.4402636574
162191,1063177.3840094106
224715,1067104.751847944
122997,3959535.7174254823
208674,3891567.7507408354
21740,1916234.7136693264
166156,513635.0852921298
188792,9208360.453224918
59787,1168508.9286571436
42514,2213065.2220467143
283405,447683.32615039806
237682,1452444.5461008048
177704,1780170.1479299408
264970,2679541.31255258
3666,8175338.313164157
212716,1864400.6148315833
22663,5822478.65734388
97010,1102384.0481069626
46699,2137632.917375201
75486,1367520.8190060242
240480,1891639.952999996
41757,661695.6317243043
116563,5964544.976763516
199309,1408618.3323594902
27294,1757574.5921319176
150764,5941473.80498284
58842,3158165.1890627714
254963,1593913.329577271
138875,8190540.816365273
135564,942675.7571861027
259189,6640836.266126899
143442,4064137.8308750372
100492,4734384.2477504695
281512,982861.4676761288
166593,1933597.4768623642
245478,1469363.9311665662
63401,821869.8544834163
231975,2564834.7628700715
220955,925007.7697692115
135007,2727478.8934726985
87164,1657315.2104100673
265339,1946273.0532248474
59650,3150679.4948120406
220331,3507508.2817884055
251845,1108072.8555295386
105093,867592.5203518985
221071,3954237.4816017067
113514,1411805.1449381267
237014,2871674.812728411
94872,720908.6448602147
3788,1580982.655564527
206090,409897.4615428836
296607,826783.7052436877
181389,3115080.8937239666
224212,1505344.9704719796
62572,775426.0151016404
241066,3173632.786194197
125012,839889.1930990452
154949,473791.4511722951
119359,6014447.245739927
243889,8404819.284798741
165653,3274701.669015533
170643,4581176.094866926
256693,337479.62945420755
213936,4876549.765473616
103854,1160158.0625182888
26410,5661133.25965832
135713,2399037.597417232
237983,1137631.7425157295
57226,3839376.128851004
261307,8585389.27040986
11518,702707.2095683077
82245,1097521.6347304746
97242,3313563.7967340234
95102,3087230.0475836494
109680,1169101.957484775
232996,427468.0152200375
273024,1721562.0368890048
238136,663840.4045690086
99548,1799496.232379738
287966,1467869.3131628083
295519,513810.2546091014
77681,1101039.654666219
192745,1305214.817779982
193297,2140564.769090402
171591,473327.29217366176
128093,748596.4249366943
123822,1568507.2983258292
116056,912761.4399478446
158735,1034156.8944314333
75725,2524140.8782118447
35177,900704.197888987
290735,1168575.1452790897
158962,1665752.1152127918
272301,5037489.005023246
70376,641212.5497385925
79302,2278108.1634904444
157835,597689.0691641324
136728,693956.6896994545
209187,7020049.919648506
281960,3030817.7829449265
222915,2446018.5863673794
187155,1526286.5794138717
187479,1910695.8601354973
216938,1227001.521231284
273384,5646119.514838203
130532,466391.41941467713
155648,1607928.6339384967
196616,3221517.9082786446
109964,1117183.7339798145
190366,2082120.4895625275
13491,1136251.967825973
100735,508191.8661985119
292072,10654018.506733073
47433,352177.49756474106
127828,2216797.7928829473
221694,3375865.5011317637
155725,3428139.0879386845
4373,2957706.476057168
54111,2241319.3463728237
71701,3482568.4949195525
257142,755926.3500479667
108379,723384.7775499108
160303,2957707.2271986776
31515,1239100.8483934235
254056,2863639.901820349
141457,2209598.2515584687
263902,850610.5327266636
13988,484429.64672901196
156216,2165813.9924042705
121140,2135043.5407528277
141907,1138398.8204759485
125371,4037105.7372645526
104548,1128658.7197091242
140031,759414.5341437669
127181,5264874.924149244
7802,1427147.059000021
70114,1535440.125698358
12415,1698017.2831911435
283202,468486.90443275997
286055,1660813.7576301137
267419,583062.312862622
298848,885784.6926529641
170195,7944142.4729180075
188577,2534766.434128197
17850,2172422.2420255695
215861,1593126.220482846
245728,863227.1345390573
269728,2235543.7144252327
236155,1759726.6016745328
13194,2070820.8639351889
207014,3551830.124773137
119398,1053549.1192618494
238,4059570.701632812
211964,1072388.1365518752
238585,238865.9056685707
171405,913093.1472030344
677,1162991.543786767
61668,1046227.9415554757
46664,1446120.4187562712
165986,2583714.1820590333
34947,4279498.045793474
78352,2981322.6855895417
255858,367398.3178504893
58365,5066207.531648968
257170,1536346.1589708854
59389,5853032.428798686
93235,4469146.924738378
190723,1060360.7065610792
158828,567622.328280461
18522,1545697.834589075
4314,904079.1939004265
206623,2257215.201562327
216212,8453487.936435698
291365,2824268.826916127
98168,734248.9921378783
78384,1152155.145469928
258133,960105.6864557177
75734,4300187.246388382
242601,1603107.9261306277
11369,1830356.7322318945
36664,928854.8825845462
154610,2089515.0051857287
117751,1885376.3703107084
179237,5242570.158407674
77142,3382383.8352587214
62179,479666.4247530053
219641,3119557.2665172294
8598,2192636.1371704047
279529,2566308.4541656533
7354,798913.7616736477
291714,589963.7601038368
233137,722995.132030653
37060,6172991.065339968
95134,4702771.119971662
298971,2866764.4317715564
87543,8090211.489206419
276904,1866233.4040969051
286437,2368696.1002799766
257908,2559480.945181273
165017,1039307.6325803301
277443,582799.8663194438
211875,1972835.221228133
5300,1810439.6862315054
148580,2236564.613131873
232132,3402226.5952984192
113808,8737563.02569819
25705,495700.8532292173
206594,1447141.3566979647
106498,3367784.102739738
25988,650093.4671681368
47180,2638511.9200457865
123988,1260811.0580867021
96064,6713486.035288563
772,580078.5178960079
287279,1286983.9522836825
26754,3078898.1599995233
79399,2409079.348954223
231304,3103005.569200564
255882,2232176.371284141
175353,979787.2228966134
221623,3104640.733235702
109793,3584488.6930851126
180758,499516.51045467396
82851,4794291.080471663
2563,652563.8097931383
49215,763449.7676966297
3762,3567853.615726366
191443,2590865.150998459
286405,4243699.153355367
22398,4313643.483646902
7909,7032333.025438616
274226,1501448.640916612
12751,753707.5701090142
160314,4208310.439325504
281345,2608140.1734566516
92989,1869660.2429286942
196259,3859909.0950352214
24470,1136581.7488619504
128998,440849.00336167566
297617,8981444.473932907
244730,1535187.5927366137
152818,1001600.5880375461
194638,1088791.1147653058
80301,588822.9463303906
44203,3599316.881144383
90830,676949.6545743695
170329,3790224.528748261
8548,4031463.9510272276
125565,5031019.581820587
209998,789601.4102136375
187987,2583512.732727093
153041,1494404.2709293745
79217,3048014.3531540553
239688,954550.7083315781
148689,2785784.4394667316
289932,7375760.578568893
137678,1525606.3774226413
147485,1257793.8991876687
221591,1471025.1741914009
106049,2765198.520274378
25496,5674175.9427488
90199,2593175.590087262
265868,768233.0139940865
106533,517627.1914938773
268112,989934.0219372452
166469,3791378.3727140427
189475,3295213.8109499426
299251,3607133.8361906386
267648,1371705.1546219087
3617,1688127.0816020274
144503,847902.6051603665
